Site,Sample depth,Age,Mg/Ca,Mg/Ca adj,Species,Paleodepth,Reference
ODP0926,135.89,4.33,1.65,1.84,Oridorsalis umbonatus,3646,LearRosenthalWright03
ODP0926,135.89,4.33,1.15,1.62,Cibicidoides wuellerstorfi,3646,LearRosenthalWright03
ODP1088,37.74,4.345,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0806,124.28,4.363,1.66,1.91,Cibicidoides mundulus,2598,LearRosenthalWright03
ODP0806,124.28,4.363,1.74,1.8,Oridorsalis umbonatus,2598,LearRosenthalWright03
ODP1088,38.09,4.395,1.85,2.35,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,38.24,4.417,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,38.34,4.431,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,38.54,4.46,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,38.63,4.473,1.82,2.31,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,38.84,4.503,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,141.37,4.515,1.83,2.28,Cibicidoides mundulus,3648,LearRosenthalWright03
ODP0926,141.37,4.515,1.68,1.87,Oridorsalis umbonatus,3648,LearRosenthalWright03
ODP0747,,4.58,1.59,1.95,Cibicidoides wuellerstorfi,1704,BillupsSchrag02
ODP1088,39.59,4.611,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0806,133.66,4.617,1.62,1.86,Cibicidoides mundulus,2604,LearRosenthalWright03
ODP0806,133.66,4.617,1.55,2,Cibicidoides wuellerstorfi,2604,LearRosenthalWright03
ODP0806,133.66,4.617,1.89,1.95,Oridorsalis umbonatus,2604,LearRosenthalWright03
ODP0806,133.66,4.617,1.24,2.08,Nuttallides umbonifera,2604,LearRosenthalWright03
ODP1088,39.84,4.647,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,40.03,4.674,1.4,1.72,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,40.34,4.719,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,40.74,4.776,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,40.74,4.776,1.41,1.74,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,147.89,4.791,1.41,1.98,Cibicidoides wuellerstorfi,3649,LearRosenthalWright03
ODP0926,147.89,4.791,1.78,1.97,Oridorsalis umbonatus,3649,LearRosenthalWright03
ODP0757,33.6,4.799,1.93,2.41,Cibicidoides wuellerstorfi,1591,BillupsSchrag03
ODP0757,33.6,4.799,1.94,2.43,Cibicidoides wuellerstorfi,1591,BillupsSchrag03
ODP0757,33.6,4.799,2.05,2.58,Cibicidoides wuellerstorfi,1591,BillupsSchrag03
ODP1088,41.09,4.827,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,41.34,4.863,1.45,1.79,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0747,,4.866,1.98,2.49,Cibicidoides wuellerstorfi,1705,BillupsSchrag02
ODP0806,143.16,4.867,2.02,2.08,Oridorsalis umbonatus,2609,LearRosenthalWright03
ODP0806,143.16,4.867,1.51,1.94,Cibicidoides wuellerstorfi,2609,LearRosenthalWright03
ODP0806,143.16,4.867,1.84,2.13,Cibicidoides mundulus,2609,LearRosenthalWright03
ODP1088,41.54,4.891,1.97,2.52,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
DSDP573,66.51,4.896,0.73,1.77,Nuttallides umbonifera,4212,LearElderfieldOthers00
DSDP573,66.51,4.896,,,Cibicidoides wuellerstorfi,4212,LearElderfieldOthers00
ODP1088,41.84,4.934,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,42.24,4.992,2.61,3.42,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,153.94,5.003,1.08,2.05,Nuttallides umbonifera,3651,LearRosenthalWright03
ODP0926,153.94,5.003,1.69,1.88,Oridorsalis umbonatus,3651,LearRosenthalWright03
ODP1088,42.59,5.042,2.71,3.56,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,42.64,5.05,2.51,3.28,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,42.74,5.064,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,156.15,5.099,1.32,1.87,Cibicidoides wuellerstorfi,3652,LearRosenthalWright03
ODP0926,156.15,5.099,1.71,1.9,Oridorsalis umbonatus,3652,LearRosenthalWright03
ODP1088,42.99,5.1,2.15,2.77,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0806,152.66,5.103,1.64,1.89,Cibicidoides mundulus,2615,LearRosenthalWright03
ODP0806,152.66,5.103,1.62,2.09,Cibicidoides wuellerstorfi,2615,LearRosenthalWright03
ODP0806,152.66,5.103,1.45,1.87,Cibicidoides wuellerstorfi,2615,LearRosenthalWright03
ODP0806,152.66,5.103,,,Cibicidoides mundulus,2615,LearRosenthalWright03
ODP0806,152.66,5.103,1.89,1.95,Oridorsalis umbonatus,2615,LearRosenthalWright03
ODP0806,152.66,5.103,2.02,2.08,Oridorsalis umbonatus,2615,LearRosenthalWright03
ODP0757,36.6,5.111,1.97,2.47,Cibicidoides wuellerstorfi,1588,BillupsSchrag03
ODP0757,36.6,5.111,2.28,2.9,Cibicidoides wuellerstorfi,1588,BillupsSchrag03
ODP0926,157.04,5.136,1.77,1.96,Oridorsalis umbonatus,3652,LearRosenthalWright03
ODP0926,157.04,5.136,1.47,1.84,Cibicidoides mundulus,3652,LearRosenthalWright03
ODP0747,,5.161,1.77,2.2,Cibicidoides wuellerstorfi,1705,BillupsSchrag02
ODP1088,43.5,5.173,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,158.43,5.198,1.98,2.17,Oridorsalis umbonatus,3652,LearRosenthalWright03
ODP0926,158.43,5.198,1.38,1.95,Cibicidoides wuellerstorfi,3652,LearRosenthalWright03
ODP0926,158.43,5.198,1.75,2.18,Cibicidoides mundulus,3652,LearRosenthalWright03
ODP0926,158.43,5.198,,,Cibicidoides bradyi,3652,LearRosenthalWright03
ODP1088,43.84,5.222,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0757,37.74,5.225,1.86,2.31,Cibicidoides wuellerstorfi,1586,BillupsSchrag03
ODP0757,37.74,5.225,2.17,2.75,Cibicidoides wuellerstorfi,1586,BillupsSchrag03
ODP1088,44.13,5.264,1.65,2.07,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,44.24,5.28,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,160.73,5.306,1.59,1.99,Cibicidoides mundulus,3652,LearRosenthalWright03
ODP0926,160.73,5.306,1.4,1.97,Cibicidoides wuellerstorfi,3652,LearRosenthalWright03
ODP0926,160.73,5.306,1.72,1.91,Oridorsalis umbonatus,3652,LearRosenthalWright03
ODP1088,44.44,5.308,1.77,2.24,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,44.54,5.323,1.6,2,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,44.59,5.33,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,44.74,5.352,1.92,2.45,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0806,162.16,5.359,1.42,1.82,Cibicidoides wuellerstorfi,2621,LearRosenthalWright03
ODP0806,162.16,5.359,2.13,2.19,Oridorsalis umbonatus,2621,LearRosenthalWright03
ODP0806,162.16,5.359,1.76,2.04,Cibicidoides mundulus,2621,LearRosenthalWright03
ODP1088,44.83,5.365,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.04,5.395,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.15,5.411,1.32,1.61,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,162.83,5.417,1.86,2.05,Oridorsalis umbonatus,3653,LearRosenthalWright03
ODP1088,45.34,5.438,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.54,5.467,1.85,2.35,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.54,5.467,1.63,2.05,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.74,5.495,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0757,41.1,5.511,2.05,2.28,Cibicidoides wuellerstorfi/Cibicidoides mundulus,1583,BillupsSchrag03
ODP1088,45.94,5.524,1.57,1.96,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,45.94,5.524,1.72,2.17,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP0926,164.91,5.527,1.54,2.17,Cibicidoides wuellerstorfi,3653,LearRosenthalWright03
ODP0926,164.91,5.527,1.75,1.94,Oridorsalis umbonatus,3653,LearRosenthalWright03
ODP1088,46.09,5.543,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,46.23,5.553,1.64,2.06,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,46.34,5.561,1.71,2.16,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,46.54,5.576,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,46.84,5.598,,,Cibicidoides wuellerstorfi,2090,BillupsScheiderich10
ODP1088,47.14,5.62,1.81,2.3,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,47.24,5.627,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP0926,167.11,5.642,1.61,2.01,Cibicidoides mundulus,3653,LearRosenthalWright03
ODP0926,167.11,5.642,1.49,2.1,Cibicidoides wuellerstorfi,3653,LearRosenthalWright03
ODP1088,47.44,5.642,1.76,2.23,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,47.59,5.653,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP0806,171.66,5.658,1.4,1.8,Cibicidoides wuellerstorfi,2627,LearRosenthalWright03
ODP0806,171.66,5.658,1.46,1.68,Cibicidoides mundulus,2627,LearRosenthalWright03
ODP1088,47.74,5.664,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,47.84,5.671,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.04,5.686,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.24,5.701,2.1,2.7,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.24,5.701,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.34,5.708,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.44,5.715,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.54,5.723,1.81,2.3,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.54,5.723,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.64,5.73,1.72,2.17,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.74,5.737,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,48.94,5.752,1.62,2.03,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP0926,169.21,5.754,0.76,1.7,Nuttallides umbonifera,3653,LearRosenthalWright03
ODP1088,49.09,5.763,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,49.24,5.774,1.79,2.27,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,49.24,5.774,1.52,1.89,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,49.34,5.781,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,49.54,5.796,,,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,49.84,5.818,1.91,2.44,Cibicidoides wuellerstorfi,2091,BillupsScheiderich10
ODP1088,50.24,5.847,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP0926,171.54,5.867,1.57,1.96,Cibicidoides mundulus,3654,LearRosenthalWright03
ODP0926,171.54,5.867,1.79,1.98,Oridorsalis umbonatus,3654,LearRosenthalWright03
ODP0926,171.54,5.867,1.22,1.72,Cibicidoides wuellerstorfi,3654,LearRosenthalWright03
ODP1088,50.59,5.873,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,50.74,5.884,1.62,2.03,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,50.84,5.891,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,51.04,5.906,1.66,2.09,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,51.04,5.906,1.73,2.19,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,51.34,5.928,1.73,2.19,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,51.44,5.935,1.64,2.06,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP0806,181.16,5.958,1.52,1.96,Cibicidoides wuellerstorfi,2633,LearRosenthalWright03
ODP0806,181.16,5.958,2.02,2.08,Oridorsalis umbonatus,2633,LearRosenthalWright03
ODP0806,181.16,5.958,1.53,1.98,Cibicidoides wuellerstorfi,2633,LearRosenthalWright03
ODP0806,181.16,5.958,1.68,1.94,Cibicidoides mundulus,2633,LearRosenthalWright03
ODP1088,51.94,5.972,1.79,2.27,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP0926,173.94,5.979,1.51,1.7,Oridorsalis umbonatus,3654,LearRosenthalWright03
ODP0926,173.94,5.979,1.21,1.71,Cibicidoides wuellerstorfi,3654,LearRosenthalWright03
ODP0926,173.94,5.979,,,Melonis barleeanus,3654,LearRosenthalWright03
ODP0926,173.94,5.979,0.9,1.85,Nuttallides umbonifera,3654,LearRosenthalWright03
ODP1088,52.04,5.979,1.76,2.23,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.09,5.983,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.14,5.986,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.23,5.993,,,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.34,6.001,1.82,2.31,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.34,6.001,1.77,2.24,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,52.53,6.015,1.8,2.28,Cibicidoides wuellerstorfi,2092,BillupsScheiderich10
ODP1088,53,6.049,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,53.04,6.052,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,53.14,6.06,1.88,2.4,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,53.14,6.06,1.86,2.37,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,53.24,6.067,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP0926,175.93,6.072,1.27,1.8,Cibicidoides wuellerstorfi,3654,LearRosenthalWright03
ODP0926,175.93,6.072,1.82,2.01,Oridorsalis umbonatus,3654,LearRosenthalWright03
ODP1088,53.34,6.074,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,53.44,6.082,1.75,2.21,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP0926,176.19,6.083,1.77,1.96,Oridorsalis umbonatus,3654,LearRosenthalWright03
ODP0926,176.19,6.083,1.59,1.78,Oridorsalis umbonatus,3654,LearRosenthalWright03
ODP0926,176.19,6.083,,,Gyroidina soldanii,3654,LearRosenthalWright03
ODP0926,176.19,6.083,,,Pullenia bulloides,3654,LearRosenthalWright03
ODP0926,176.19,6.083,,,Melonis pompilioides,3654,LearRosenthalWright03
ODP0926,176.19,6.083,,,Cibicidoides bradyi,3654,LearRosenthalWright03
ODP0926,176.19,6.083,0.96,1.92,Nuttallides umbonifera,3654,LearRosenthalWright03
ODP0926,176.19,6.083,0.96,1.91,Nuttallides umbonifera,3654,LearRosenthalWright03
ODP1088,53.74,6.104,1.58,1.98,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,54.09,6.129,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP1088,54.14,6.133,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP0926,177.35,6.134,,,Melonis barleeanus,3655,LearRosenthalWright03
ODP0926,177.35,6.134,1.2,1.7,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP0926,177.93,6.157,0.98,1.94,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP0926,177.93,6.157,1.89,2.08,Oridorsalis umbonatus,3655,LearRosenthalWright03
ODP0926,177.93,6.157,1.57,1.96,Cibicidoides mundulus,3655,LearRosenthalWright03
ODP0926,177.93,6.157,1.27,1.79,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP1088,54.84,6.184,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
ODP0806,190.66,6.193,1.94,2,Oridorsalis umbonatus,2639,LearRosenthalWright03
ODP0806,190.66,6.193,1.65,2.14,Cibicidoides wuellerstorfi,2639,LearRosenthalWright03
ODP0806,190.66,6.193,1.63,1.88,Cibicidoides mundulus,2639,LearRosenthalWright03
ODP1088,55.59,6.239,,,Cibicidoides wuellerstorfi,2093,BillupsScheiderich10
DSDP573,85.66,6.24,0.64,1.66,Nuttallides umbonifera,4185,LearElderfieldOthers00
DSDP573,85.66,6.24,,,Cibicidoides wuellerstorfi,4185,LearElderfieldOthers00
ODP0926,179.69,6.241,1.71,1.9,Oridorsalis umbonatus,3655,LearRosenthalWright03
ODP0926,179.69,6.241,1.22,2.2,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP0926,179.69,6.241,1.45,1.82,Cibicidoides mundulus,3655,LearRosenthalWright03
ODP0926,179.69,6.241,1.24,1.75,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP1088,56.34,6.294,,,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP1088,57.09,6.349,,,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP0926,181.31,6.366,1.33,1.68,Cibicidoides mundulus,3655,LearRosenthalWright03
ODP0926,181.31,6.366,1.63,1.82,Oridorsalis umbonatus,3655,LearRosenthalWright03
ODP0926,181.31,6.366,1,1.42,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP0926,181.31,6.366,0.8,1.74,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP0926,181.31,6.366,0.79,1.73,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP1088,57.64,6.39,1.57,1.96,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP1088,57.84,6.404,1.85,2.35,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP1088,58.09,6.422,1.9,2.42,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP0757,47.7,6.447,2.11,2.35,Cibicidoides wuellerstorfi/Cibicidoides mundulus,1570,BillupsSchrag03
ODP1088,58.54,6.455,1.63,2.05,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP1088,58.59,6.459,,,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP0806,200.16,6.477,1.54,1.99,Cibicidoides wuellerstorfi,2645,LearRosenthalWright03
ODP0806,200.16,6.477,1.76,2.03,Cibicidoides mundulus,2645,LearRosenthalWright03
ODP0806,200.16,6.477,1.96,2.02,Oridorsalis umbonatus,2645,LearRosenthalWright03
ODP1088,58.84,6.477,2.17,2.8,Cibicidoides wuellerstorfi,2094,BillupsScheiderich10
ODP0926,183.21,6.477,1.69,1.88,Oridorsalis umbonatus,3655,LearRosenthalWright03
ODP0926,183.21,6.477,1.23,1.74,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP0926,183.21,6.477,0.86,1.81,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP1088,59.24,6.507,1.73,2.19,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,59.34,6.514,2.04,2.62,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,59.59,6.532,1.62,2.03,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,59.74,6.543,,,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,59.99,6.562,2.4,3.12,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,60.09,6.569,,,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP0926,185.11,6.569,1.78,1.97,Oridorsalis umbonatus,3655,LearElderfieldOthers00
ODP0926,185.11,6.569,1.59,1.99,Cibicidoides mundulus,3655,LearElderfieldOthers00
ODP0926,185.11,6.569,1.19,1.68,Cibicidoides wuellerstorfi,3655,LearElderfieldOthers00
ODP1088,60.39,6.591,1.88,2.4,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,60.44,6.595,1.8,2.28,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
DSDP573,94.9,6.62,0.67,1.7,Nuttallides umbonifera,4180,LearElderfieldOthers00
ODP1088,60.79,6.62,1.75,2.21,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,60.84,6.624,1.83,2.33,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,61.19,6.65,1.73,2.19,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,61.19,6.65,1.81,2.3,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP0926,186.91,6.664,0.91,1.86,Nuttallides umbonifera,3655,LearRosenthalWright03
ODP0926,186.91,6.664,1.76,1.95,Oridorsalis umbonatus,3655,LearRosenthalWright03
ODP0926,186.91,6.664,1.25,1.76,Cibicidoides wuellerstorfi,3655,LearRosenthalWright03
ODP1088,61.49,6.672,1.61,2.02,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,61.59,6.679,,,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,61.64,6.683,2.17,2.8,Cibicidoides wuellerstorfi,2095,BillupsScheiderich10
ODP1088,61.89,6.701,2.29,2.97,Cibicidoides wuellerstorfi,2096,BillupsScheiderich10
ODP1088,62.5,6.746,,,Cibicidoides wuellerstorfi,2096,BillupsScheiderich10
ODP0926,189.06,6.754,1.4,1.98,Cibicidoides wuellerstorfi,3656,LearRosenthalWright03
ODP1088,62.84,6.771,,,Cibicidoides wuellerstorfi,2096,BillupsScheiderich10
ODP1088,63.59,6.826,,,Cibicidoides wuellerstorfi,2096,BillupsScheiderich10
ODP0926,190.71,6.851,1.56,1.75,Oridorsalis umbonatus,3656,LearElderfieldOthers00
ODP0926,190.71,6.851,0.82,1.76,Nuttallides umbonifera,3656,LearElderfieldOthers00
ODP0926,190.71,6.851,1.6,2.25,Cibicidoides wuellerstorfi,3656,LearElderfieldOthers00
ODP1088,64.34,6.881,2.3,2.98,Cibicidoides wuellerstorfi,2096,BillupsScheiderich10
DSDP573,104.06,6.911,0.68,1.71,Nuttallides umbonifera,4177,LearElderfieldOthers00
ODP1088,65.09,6.936,,,Cibicidoides wuellerstorfi,2097,BillupsScheiderich10
ODP0926,192.21,6.951,0.84,1.78,Nuttallides umbonifera,3656,LearRosenthalWright03
ODP0926,192.21,6.951,1.77,1.96,Oridorsalis umbonatus,3656,LearRosenthalWright03
ODP0926,192.21,6.951,1.2,1.69,Cibicidoides wuellerstorfi,3656,LearRosenthalWright03
ODP0806,219.16,6.984,1.94,2,Oridorsalis umbonatus,2657,LearRosenthalWright03
ODP0806,219.16,6.984,1.55,2.01,Cibicidoides wuellerstorfi,2657,LearRosenthalWright03
ODP0806,219.16,6.984,1.54,1.77,Cibicidoides mundulus,2657,LearRosenthalWright03
ODP1088,65.84,6.991,1.97,2.52,Cibicidoides wuellerstorfi,2097,BillupsScheiderich10
ODP0926,193.91,7.046,1.59,1.78,Oridorsalis umbonatus,3656,LearRosenthalWright03
ODP0926,193.91,7.046,,,Pullenia bulloides,3656,LearRosenthalWright03
ODP1088,66.59,7.046,,,Cibicidoides wuellerstorfi,2097,BillupsScheiderich10
ODP1088,67.34,7.1,,,Cibicidoides wuellerstorfi,2097,BillupsScheiderich10
ODP0926,195.31,7.142,,,Pullenia bulloides,3656,LearRosenthalWright03
ODP0926,195.31,7.142,1.52,1.71,Oridorsalis umbonatus,3656,LearRosenthalWright03
ODP0926,195.31,7.142,1.21,1.71,Cibicidoides wuellerstorfi,3656,LearRosenthalWright03
ODP1088,68.09,7.155,,,Cibicidoides wuellerstorfi,2098,BillupsScheiderich10
ODP0806,228.66,7.188,1.86,1.93,Oridorsalis umbonatus,2663,LearRosenthalWright03
ODP0806,228.66,7.188,1.63,2.12,Cibicidoides wuellerstorfi,2663,LearRosenthalWright03
ODP0806,228.66,7.188,1.75,2.03,Cibicidoides mundulus,2663,LearRosenthalWright03
ODP1088,68.84,7.21,,,Cibicidoides wuellerstorfi,2098,BillupsScheiderich10
ODP0926,196.51,7.213,1.68,1.87,Oridorsalis umbonatus,3656,LearRosenthalWright03
ODP0926,196.51,7.213,1.16,1.64,Cibicidoides wuellerstorfi,3656,LearRosenthalWright03
ODP0926,196.51,7.213,,,Pullenia bulloides,3656,LearRosenthalWright03
ODP0926,196.51,7.213,0.91,1.86,Nuttallides umbonifera,3656,LearRosenthalWright03
ODP1088,69.59,7.265,,,Cibicidoides wuellerstorfi,2098,BillupsScheiderich10
ODP0926,197.51,7.284,1.64,1.83,Oridorsalis umbonatus,3655,LearElderfieldOthers00
ODP0926,197.51,7.284,0.87,1.82,Nuttallides umbonifera,3655,LearElderfieldOthers00
ODP0926,197.51,7.284,1.47,1.85,Cibicidoides mundulus,3655,LearElderfieldOthers00
ODP0926,197.51,7.284,1.1,1.55,Cibicidoides wuellerstorfi,3655,LearElderfieldOthers00
ODP1088,70.5,7.332,2.02,2.59,Cibicidoides wuellerstorfi,2098,BillupsScheiderich10
ODP1088,71.09,7.375,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
ODP0806,238.16,7.392,1.68,2.19,Cibicidoides wuellerstorfi,2669,LearRosenthalWright03
ODP0806,238.16,7.392,2.15,2.22,Oridorsalis umbonatus,2669,LearRosenthalWright03
ODP0806,238.16,7.392,1.62,1.87,Cibicidoides mundulus,2669,LearRosenthalWright03
ODP0926,200.01,7.394,1.3,1.83,Cibicidoides wuellerstorfi,3656,LearRosenthalWright03
ODP0926,200.01,7.394,1.7,1.89,Oridorsalis umbonatus,3656,LearRosenthalWright03
ODP0926,200.01,7.394,1.33,2.32,Nuttallides umbonifera,3656,LearRosenthalWright03
ODP0926,200.01,7.394,1.58,1.98,Cibicidoides mundulus,3656,LearRosenthalWright03
ODP1088,71.84,7.416,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
ODP1088,72,7.423,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
ODP1088,72.08,7.427,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
ODP1088,72.59,7.45,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
ODP0757,54.4,7.453,2.14,2.38,Cibicidoides wuellerstorfi/Cibicidoides mundulus,1555,BillupsSchrag03
ODP1088,73.09,7.474,,,Cibicidoides wuellerstorfi,2099,BillupsScheiderich10
